uid,whisper_transcripts,gt_transcripts
9d8e50a5-f080-4a7f-8fb3-cd1ff4eadc7d, Three queens.," three queens 
"
7444a0db-41ce-4779-a17c-1b5ec92b1a54, Woo!," whew 
"
7668f48f-21e3-4abe-8f84-0e89690fd7ae, and if I am though it's time to begin in theova," point 
"
56e3fa0c-17f3-4678-8295-4e9debcf678f, I will bring myself a shit.," i will bring myself a chair 
"
3b25a991-db47-4236-b131-caf53b9e5fe0," It's brand new, I have even opened it."," it's brand new i haven't even opened it 
"
ac904bc9-c90e-4ee0-9c4d-711799604c44, You guys are-," you got it 
"
9f63aae9-10a0-468d-875f-664b431ea2d0, He said threes!," he said threes 
"
3877c025-e9c9-45df-85b0-096b89e040ce, Spell othis ds.," following just say yes 
"
cf4aedd7-4505-49f8-b723-1340542eaad5, Bullshit," bullshit 
"
369ad8e2-0561-4f67-a90d-b424aa794638," It's all fun to dance to you. Catch something like this. Yes, of course."," it's all fun and games until you catch something like this horse that's horse 
"
27fe65fe-be97-47fd-93c2-e36cbc3c2415, Got him!," i got them 
"
458e8730-eaff-4ce3-bd1e-55dd4c17ea84, I keep on continuing because no one called me out. Like I was not caught.," and i keep on continuing because no one called me out like i was not caught 
"
bfff455f-998e-4300-90c4-1d6bd45f3730, Stand up.," yup 
"
94bb736a-9cd9-46ba-b1a1-3f5961749e68, They're crisp.," hey chris 
"
9f860985-257d-40b0-8352-b0fe75a191f7," I'm sick of this shit, bro."," i'm sick of this shit bro 
"
729e3650-4cd6-4ffe-8ce5-e3a00a7baa3b,," take this 
"
3fe7f03a-05d0-436f-8836-0ca73d2a163b," No, I'm seven."," no i had seven 
"
3bc95a25-5803-4b1b-a66b-6a3f6417bfd5, Two canes.," two kings 
"
4e46872f-83a9-4d23-a0b1-41c5478d869b,," whoa 
"
8d1be9b8-d3a1-4a1f-ae52-16fb0446a6bb, one two," one two 
"
3259d623-92cf-4a41-9cd0-6db1ebd3f76c, and I'm concerned.," and i will start 
"
66cfd7a0-4de8-47e0-95c8-749714e1279b, Did you guys start to put it down?," no she put it down she 
"
b6ca16b1-b987-4171-87e5-0c7dc51635b5, Do more.," two more 
"
db9f5af2-a83c-47df-9a7b-5b87759eeba2," One, three."," one three 
"
391c6c68-1023-4f6c-b912-22689dc27130, How many times?," how many cards 
"
e03c10bf-cbee-4475-9076-8dc9e2ff8c8c, Okay.," okay then 
"
c2791abc-7c06-4733-a6c5-2244e5c03f67, He's gay.," he's scared 
"
d38b955a-2d25-4839-b195-9a03a0dacbb8, rob," no idea 
"
6266a939-1970-489b-9f88-d361442e6b22, One more.," one more 
"
219ce4f0-d99f-45f1-9088-a117c70ac1a8, Hmm.," hmm 
"
5f724082-d8a3-4b1c-8fbe-546db447fdd4, I can't just slow down for a second.," can y'all just slow down for a second 
"
038b3166-0d68-4922-906c-0b00c6a4fd46," So if it's supposed to be challenged, then only you can turn."," so if if this is supposed to be challenged then only you can challenge 
"
ab32c0cb-ee0f-403c-ba02-b61cfaa625a7," They are saying we will choose one challenge, so go away and out of the way, So I will go leave the place,"," challenge okay 
"
4236b189-ed47-4653-9fab-2b602ecfc027, Hmm.," hm 
"
1f10eac2-1bd3-4d58-962c-7243390082f8," You have a top. I just feel normal, but no. All right. Yeah. You Scott. But paws what eight cat Summer Culask some little noodle at all. That's off."," four threes 
"
8cc2fa9a-8cf4-4c81-8257-fe3a7ec16bcf, Thanks for leaving.," still winning 
"
ed7af408-b84a-4c02-82a4-85fcab3fc62a, What are you doing?," what are you doing 
"
a56cc733-5077-4f04-a188-2c7906a77ab7," Make a sector organization, that's the fun. Like you have to keep on playing it. And that's why it's not going to pass for Laal Kiltit. If all three of us pass, then that card kind of like goes out of play."," that's the fun play you have to keep on playing it and that's why you if all three of us pass then that card kind of like goes out of play 
"
8d45b91f-aeb0-4a35-b2ae-d2db5858e113," Here, eight."," he had eight 
"
0179bf95-9bde-48d1-b202-75efd8f2e880," We know, yes."," wait no yes 
"
34ecd108-b6d2-4c01-aa07-4351412c859e, Oh.," ah 
"
2ab4d02d-787f-4bd8-851a-3837bf71e9f9, And now...," i know 
"
80153a7c-523e-4563-806f-191c90cbc6eb, and we're gonna play mahjong.," i want to play mahjong 
"
9089f88b-1d6d-4766-b069-73ea98026307, You know what I'm talking about? Yeah. It's like any way she's gonna go like win.," know what am talking about so like anyway for one of them to like win
"
4ad3fa29-c14d-4947-9c9e-1cd08cd21957," Again, this is still working correctly."," okay this is steady working correctly 
"
a012368c-2ab9-4ab5-8e45-13fdd6399e1b," So, you will have to, I mean I will explain, but just look at it so that that gets captured and."," so you'll have to i mean i'll explain but just look at it so that gets captured and 
"
b07d1437-80e5-4004-bb45-08662e619b91, You don't like these. So I have these for the way it goes and the other ones.," you don't like these so i have and the other ones 
"
d08bf3ee-6e65-45b9-923c-6eec9afee6e5, Have a good life?," pass ha ha ha ha 
"
9b17433e-b5ab-48b3-8f3c-bedc2eb4ac7c, How many? You have to see how many years.," how many you have to say how many is 
"
4b4cd3de-ce1a-4cbf-95ea-2843754e85bd, for a force.," four fours 
"
3e3e72da-fb20-4aa9-afe8-23dc892f0beb," Give me one second, I grab the A's in the back."," give me one second i got the ace 
"
09a64eb0-74e0-4bf2-ac78-35f107b4e997, The one that...," the one that 
"
97c79431-eb3c-4ced-ab7f-46244756ea7b, Too many sis. Bullshoe. Ahh! Fudge! Good job.," two aces 
"
b0c82f8c-10f4-4ac2-b0ad-17ac4a9be5a7, Bye!," huh 
"
e47abc4b-a982-40a7-b10a-06826a98f356, And then what needs to be done.," one eight 
"
6de75888-9205-4534-87d9-613ae20605ca, What? Oh shit! B.S. Yours is an EMA-TIN! No! No! No! No!," what bullshit 
"
4d9a8fa5-a9cf-4391-b52b-c2594d1fbcd1, That's a sprint.," that's uh spent 
"
0b1840b6-5289-43df-82af-3b87ce4772d3," Nah, cause she laugh and I'm not gonna do it."," nah cuz she laugh and i'm not gonna do it 
"
6c25e325-e53e-4f16-8ca3-2588663b90a9, We are just making it harder with," we are just making it harder with 
"
c694d35f-39b6-4a55-aaab-78a11df1e476, Yeah.," yes 
"
58a2d395-bd92-468b-a114-98f37e0fa0a1, Oh my god I stand corrected.," you were wrong 
"
6b8802f7-6c05-4705-9dcc-61ee9539dc65," It doesn't touch the more it goes through. More joking on this, not on this."," it doesn't have the cuz it's board dressing on this not on this 
"
799e2c6c-b174-4676-8805-2fd7617d0e5d, I know why you slapping them over here to me.," i why you're slapping them over here to me 
"
f3afcb05-e7b3-440a-a681-de3ab4134e39, Three twos.," you said three oh i thought alright alright alright well guess what 
"
1130e8f5-255f-44d7-ace8-92523a27a0b3," I'm going to have a little more of a good instruction to see you right now. Pick up the card. Go to your room now. Okay, it says here. The player on the left of the dealer goes first. This player chooses a card from their hand to place a face down in the pile and announces a rank. But it's"," i'd read the instructions to you right now pick up the cards those are yours now okay it says here the player on the left of the dealer goes first this player chooses a card from their their hand place it face down in the pile and announces their rank but it 
"
82172636-4ba6-40d9-928f-3341544e73e0, This is also a good competition exercise.," this is not a good complication exercise 
"
2c41f851-abaf-48a9-9f89-92e8968c771d, Mm-hmm. It's like you're supposed to get doubles Like five doubles and then a triple or something like that And these have their numbers on them. So we know what numbers what since we're not," mhm and so you you're supposed like you're supposed to get doubles like five doubles and then a triple or something like that and these have their numbers on them so we know what numbers what since we are not into these 
"
12c11a3b-697a-4cbc-8d95-39719562c563, Come on.," two more 
"
e33606e7-9abc-4314-afe6-00826d0c98cc, work," one jack 
"
0410bf7f-6807-4200-ab3e-72546b079620," No surprise, I don't know."," no surprise there 
"
81bb5af0-808c-4ed0-a8b4-003e9717c50a, I'll be selling," what the fuck is this 
"
5944d360-249b-4908-a353-a0007a9f4487," Hold on, hold on, let me just do a little math report. I just want to ask you."," hold on hold on let me just do a little math right quick i just i just wanna do a little math 
"
628bac8a-2e8d-4ba0-af8e-57571044cc42, Interesting.," interesting 
"
c1bbf77c-9987-436c-a156-b0f5cd0e90e0, mud," hey man look 
"
f52128b1-9dad-421f-a3e5-01694cb85e9e, Oh!," oh 
"
a51d4254-88e7-4394-a716-65bb941c4b8a, two please.," two queens 
"
0cf3210a-af61-40e2-8bcf-bfe6a03d372b, Orases.," four aces 
"
96d160f5-f3e2-4ce6-8460-a505f67c1861," Give it a riff, add it down."," we're going to get that on there 
"
de9f92e2-326a-4a1e-9c1d-d307e200690f, risk me little," risk 
"
5a824ee3-9dbe-4546-9c1b-0a167cd80d6a, I," cards 
"
340cd1b7-19e0-4d22-b7c5-68ede34a10fa, one three," one three 
"
f9447507-4b82-46ba-8160-7cc5068c41d4, I wanna call BSO bad on it.," i wanna call bs so bad on that 
"
373449b0-4444-4d62-9fdb-ec312bf2dbc2,," hmm 
"
b02eaac4-3401-4392-b1b3-af80bda7a720, the," seven three four nine two
"
1e565aa0-a55a-408b-8f6c-0d9cb8a1c4f0, I will count very quickly.," i will count very 
"
cb6cadc8-97ee-4a2f-9adb-06ee2adf3352, Yeah.," yeah 
"
eabe38c5-06f8-4d13-9a90-34005588a148, Damn it! I was only missing one!," dammit i was only missing one 
"
be9ee47d-7a20-4e11-8b8b-1a115f6844ea, We're gonna put down those eights.," i'm gonna put down those eights 
"
4f3b4bf8-f572-4baa-8781-a848970809bc, Renee's...," one ace 
"
cd9dd4e5-4722-4ced-8154-f3014398e475, It's delicious.," two aces 
"
090e10f3-1b89-46ca-befd-72f67bc84120, one more.," one more 
"
5148c5d4-9a72-4740-a9cf-9f0a654a58dd, How many trees?," two 
"
b1f5c447-c175-4623-a0f2-671771f1df9c, One more.," one more 
"
d8ceb378-bb88-4677-8c55-a658b311297a, People don't challenge me.," ha 
"
56896735-1d0d-44fc-b24c-907d7cd3c7dc, Thank you for watching!," bullshit that 
"
4d87d70c-8859-4ee3-8558-65fee16aefb1, Ah," huh 
"
ac4584db-c2b0-4ee3-8ab6-955fa76c2fc0,....," you 
"
764151b5-6b9d-43ea-a72d-e1387d7a7ce2," Damn it, it's War Course!"," damn it some more cards 
"
39b3ac5b-4ea8-47cd-b399-6e3d51c45180," I don't want to go play with some video games. It's just fun, but a family bonding time for the work all week."," mahjong or uno i know that's actually sounds fun right now i don't wanna go play some video games this is fun family bonding time before i have to work all week 
"
e16f5cfb-b5d2-4979-9b57-5dd9a45740eb, Thank you.," down 
"
7f8faf86-f59c-4164-a240-7f9fa6a6f85c," Nice, he's not taking out on a date."," nice are you gonna take me out on a date 
"
dd3377c7-9175-4814-b739-fdbe91307c69, Hm.," hm 
"
853cc70f-3cdd-4bb7-910f-223e35701827, You know what I really don't want to," you know what i really don't want to 
"
85c97898-90a1-446c-8cab-bb540bb766a5," Yeah, but then you're still putting stuff in front of it."," yeah but then you're still putting stuff in front of it 
"
42727bb8-d1cc-4b4a-a6c2-13c16d301291, We got fucked over by him.," you got crossed over by him 
"
b0202414-4808-4e54-86a4-4f0d07a929f4, All of them should be there.," all of them 
"
b14a1ba0-4b72-4da9-8594-dba222d94918, Bullshit.," bullshit 
"
aa791a20-2773-4c73-8ba4-0704e00a4742, thresholds onhello," pass 
"
cdc2a9ae-2a27-4757-b342-4c7667ebfdf0," Wait no, yes. I'm sorry. I couldn't find the two choices. I was like wait."," we know yes i'm sorry i couldn't i was like wait 
"
aab8aaf5-d819-4665-b87a-007e3a2764c3, No.," no 
"
14f1263d-5da1-464c-8007-f49181319af3," No, but that's what you're supposed to be as well. That's what the part BS comes in. You're like RBS to"," no but that's where you supposed to bs about that's where the part bs comes in you play i bs twos 
"
03852cf8-efb4-4ec5-837f-44dc108b5e15," Okay, let's start."," okay let's start 
"
f6ae392b-aa33-4a51-b86f-11a024b9042c, You know what?," you know what 
"
d4809655-37f0-47af-80a7-5a2a44ea3b9f, All right.," for real 
"
2238247a-9358-4fcb-8eb8-5517837d4590, Three fours," three fours 
"
bed2e6d7-6f74-4492-9893-f194b2f1fd5e," So if I place two kings, but they are Rookas, then Rookas can count as anything, they are wild gods."," so if i place two kings but then two jokers then jokers can they wild cards 
"
a3f47c38-970c-40c3-8c21-3a75e0db7269, Nude it up.," no do that 
"
d5d4c2fa-f44d-4f49-b8da-1de68a3aba5b, You like her. No. I like how it's being defensive. You did it.," you like hard shut up shut up and play shut up 
"
675001d2-ca73-4d72-92b5-b49bfd459c6c, This has...," this has 
"
41ef1b85-5249-4582-8891-02f3d95f49db, Y'all know. Three teens.," three tens 
"
caf53c0c-16eb-4c18-a1dd-77e5110ddbf7," Yeah, I want to. Yeah, you got that."," yeah one two yeah you got that yeah 
"
93fcdce4-613f-4590-9996-be6260ba5c1d," Anybody can challenge it, it's not just the lift."," anybody can 
"
f05c715e-03f7-4308-9851-c3ded8eacfef, Who?," hm 
"
14b792eb-1359-4bdd-9aa3-a24b5d49e78a, Two sevens because I don't want anyone that you are seeing my cars! Two sevens!," two sevens cuz i don't want anyone of y'all to see my cards 
"
e7efb4bb-4f54-4af3-9fff-e3a6ab503111, Don't.," two more 
"
389d502b-8b71-4675-b7e8-8b1cb504fba7, Why is it making that sound?," why is it making that sound 
"
de8ef530-7e04-4eda-9b1f-fadec2c80f72, Call out the call I gave myself Why dont it go outside for me? The call here and the call hiring reporter will come and visit," cards is by placing them face down check check 
"
0e303cfd-701c-46cf-aa86-6e53b07fc626, three more," three more 
"
23a9d088-c689-4e77-ae0a-d1dccfdcb7e5, Hmm," hmm 
"
0b8d8e43-10d4-4c41-b234-53f7cbd3dfa6, Three six.," three six 
"
d608b8ac-b014-4a44-9993-6e08f37d2852, Any more gadgets for you?," any more gadgets for you 
"
f16d3a9f-fef2-4d65-9dd3-455f9fed4a15, Man That's a Queens man take them," man look man two queen's man take them 
"
59f0eb87-d3d8-46d0-a97b-0de28900ff16, I'ma call D.S. for a man.," i'm gonna call bs on that 
"
a5d06dd5-5419-46e5-acc1-1303e1d473c2," No, you definitely got it."," uh no you got it you you definitely got it one eight you got it 
"
f65e3b07-6b5f-4461-8afa-f378d26e2b6a," Thank you for watching, and I will see you in the next video."," help 
"
0d1c12a8-6c07-4287-8a7f-5ce456e531d2, Three.," three 
"
9f6b27ff-a11d-4f07-93d6-6274e2fc915c," Yeah, okay."," yeah okay 
"
7aa41591-f435-4b96-bb1f-5bdac4d827ca, If you take any one of the suits and just make two of them.," you take any one of the suits and just make two of them 
"
5b16addd-eb55-4f3d-a89e-0a2b21170161, This before is the same way.," guess the four is the same rank as 
"
fb070e4e-005a-4f5a-b849-ccdaa2607c54, Siskuanya," says one jack 
"
df8cb21f-c558-435b-94a1-06c4d40a20f3," You sir, taste."," you said ace 
"
af42dee0-20ec-4c9d-bf4c-febba7574df6, I'll mix two ticks.," i'll mix two decks 
"
2af31889-76fb-4945-a121-d259b4bea693, I really had to hold the deck. That's it.," i really had to hold the deck that's it 
"
df596428-5fce-412f-adcb-6b80e91eeb29," Oh, that sounded like a... Four nimes. Four nimes."," have fun with that seven 
"
b8b6b4e5-9ef2-4aca-8ae7-7a3872d584a1, Stop it!," stop it 
"
7245e90a-6d1d-42d0-a758-5fc2688a3178, Three clones.," three queens 
"
51c603d2-b9bd-46e3-8317-d9b0e09cd9a7, That's what you do.," that's what you 
"
bd584937-7b29-4900-af9b-46b3aa0a3c5e,," i just i just wanna make sure 
"
3eed5019-023c-4353-ab31-6a3e13ab4a7e, Seven. Seven. Seven.," seven eleven 
"
8bb28295-6cb4-4827-b17d-c1a327de59d8, tune in ideas guys!," two nine 
"
29fba12e-fe1e-4616-824e-a6816b4b6af8," That's what it is, man. I tell you."," i on the table 
"
5e516fbb-b2ad-49af-89f8-a67efb20a6de, MY," two more 
"
2be14138-187f-44c3-acbb-9b361914490b," I really had to hold the deck, that's it."," i really had to hold the deck that's uh 
"
ae64a93d-65e9-4208-bf5a-db97b1b14bad, That bottom shelf is now completely dedicated to computer.," that bottom shelf is now a completely dedicated to computer 
"
1ffc1f83-b5b3-46e2-8979-6a8b18e238cd, I go first.," do i go first or who goes 
"
aae94683-2625-4a2b-b74a-c2dea601dcbe, More.," two more 
"
72d19dae-68ba-4850-993d-137301b48fbd, And if you pass and if you pass Old spot more. Bye," and if you pass and if you pass 
"
5ae8831a-c54a-48b2-9ee4-e99567b9b894," Oh, you're not going to call B.S.?"," are you not gonna call you're not gonna call bs 
"
fa803e0c-daf5-45db-b68a-58e9e22b2196, Can you hear that?," five 
"
dc0bb287-5310-44a9-b491-b195d98fd53e, Wow!," wow 
"
1b155903-6e39-430b-82c4-8322f7b305e4, We only really need to do one side.," we only really need to do one side 
"
b3c47eaa-526a-4d5e-8694-10b9e08910b1," No, I thought they said they wouldn't, but they want us to play different games."," nah i thought they said they wanted to make want us to play different games 
"
730968fd-c96b-4615-9289-7aa147357042," One ten, I believe that."," one ten i believe that 
"
4cc21757-9a59-443e-82d7-58c4fcb7df18, Texan!," text him 
"
f6adb94d-c326-4b2a-9181-2ec156aff8fb, Two sexes.," two sixes 
"
c04646ba-f594-4940-9f4e-85e3cbff2725, and you'll go on for anything.," uh and joker counts for anything 
"
dada92b3-3e1d-4677-9c01-b2eaf2522926, My nails are shitty.," my nails are shitty 
"
